Invoice ID,Branch,City,Customer type,Gender,Product type,Unit price,Quantity,Tax (5%),Total price,Date,Time,Payment type,COGS,gross margin (%),gross income,Rating
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,$77.0,5,$19.3,$404.4,03-Dec-2019,15:59,Cash,$385.10,4.761904762,19.255,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,$23.5,2,$2.3,$49.3,04-Dec-2019,11:21,Credit card,$46.96,4.761904762,2.348,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,$14.7,5,$3.7,$77.2,05-Dec-2019,13:48,Ewallet,$73.50,4.761904762,3.675,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,$28.5,5,$7.1,$149.4,06-Dec-2019,10:17,Credit card,$142.25,4.761904762,7.1125,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,$76.4,9,$34.4,$722.0,07-Dec-2019,15:49,Ewallet,$687.60,4.761904762,34.38,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,$58.0,6,$17.4,$365.1,08-Dec-2019,13:02,Cash,$347.70,4.761904762,17.385,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,$47.7,3,$7.1,$150.1,09-Dec-2019,12:58,Credit card,$142.95,4.761904762,7.1475,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,$42.8,9,$19.3,$404.6,10-Dec-2019,15:26,Credit card,$385.38,4.761904762,19.269,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,$48.1,3,$7.2,$151.5,11-Dec-2019,18:23,Credit card,$144.27,4.761904762,7.2135,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,$56.0,7,$19.6,$411.4,12-Dec-2019,19:06,Ewallet,$391.79,4.761904762,19.5895,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,$76.9,7,$26.9,$565.2,13-Dec-2019,20:21,Cash,$538.30,4.761904762,26.915,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,$97.0,5,$24.3,$509.4,14-Dec-2019,16:24,Ewallet,$485.15,4.761904762,24.2575,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,$44.7,3,$6.7,$140.6,15-Dec-2019,15:04,Cash,$133.95,4.761904762,6.6975,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,$77.9,9,$35.1,$736.4,16-Dec-2019,16:10,Ewallet,$701.37,4.761904762,35.0685,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,$72.0,1,$3.6,$75.5,17-Dec-2019,12:14,Cash,$71.95,4.761904762,3.5975,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,$89.3,8,$35.7,$749.7,18-Dec-2019,10:13,Cash,$714.00,4.761904762,35.7,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,$26.0,7,$9.1,$191.2,19-Dec-2019,17:38,Cash,$182.14,4.761904762,9.107,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,$13.5,10,$6.8,$141.8,20-Dec-2019,11:06,Credit card,$135.00,4.761904762,6.75,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,$99.3,10,$49.7,"$1,042.7",21-Dec-2019,14:53,Credit card,$993.00,4.761904762,49.65,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,$51.7,7,$18.1,$379.9,22-Dec-2019,18:22,Cash,$361.83,4.761904762,18.0915,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,$54.7,7,$19.2,$402.3,23-Dec-2019,19:02,Credit card,$383.11,4.761904762,19.1555,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,$27.0,9,$12.2,$255.2,24-Dec-2019,14:16,Cash,$243.00,4.761904762,12.15,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,$30.2,1,$1.5,$31.8,25-Dec-2019,15:44,Cash,$30.24,4.761904762,1.512,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,$89.1,4,$17.8,$374.4,26-Dec-2019,12:20,Credit card,$356.56,4.761904762,17.828,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,$37.6,10,$18.8,$394.3,27-Dec-2019,20:01,Credit card,$375.50,4.761904762,18.775,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,$95.4,10,$47.7,"$1,002.1",28-Dec-2019,13:45,Cash,$954.40,4.761904762,47.72,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,$27.5,3,$4.1,$86.6,29-Dec-2019,15:40,Ewallet,$82.50,4.761904762,4.125,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,$75.0,1,$3.7,$78.7,30-Dec-2019,16:58,Cash,$74.97,4.761904762,3.7485,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,$81.0,8,$32.4,$680.1,31-Dec-2019,11:12,Credit card,$647.68,4.761904762,32.384,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,$94.5,8,$37.8,$793.5,01-Jan-2020,15:12,Cash,$755.76,4.761904762,37.788,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,$99.8,2,$10.0,$209.6,02-Jan-2020,20:37,Ewallet,$199.58,4.761904762,9.979,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,$73.2,6,$22.0,$461.3,03-Jan-2020,17:44,Cash,$439.32,4.761904762,21.966,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,$41.2,4,$8.2,$173.2,04-Jan-2020,16:23,Cash,$164.96,4.761904762,8.248,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,$81.7,4,$16.3,$343.1,05-Jan-2020,12:12,Cash,$326.72,4.761904762,16.336,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,$51.3,9,$23.1,$485.0,06-Jan-2020,19:33,Cash,$461.88,4.761904762,23.094,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,$65.9,4,$13.2,$276.9,07-Jan-2020,10:29,Cash,$263.76,4.761904762,13.188,6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,$14.4,10,$7.2,$150.8,08-Jan-2020,14:28,Cash,$143.60,4.761904762,7.18,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,$21.5,9,$9.7,$203.2,09-Jan-2020,12:46,Credit card,$193.50,4.761904762,9.675,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,$26.3,7,$9.2,$193.0,10-Jan-2020,19:40,Cash,$183.82,4.761904762,9.191,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,$61.0,2,$6.1,$128.0,11-Jan-2020,19:39,Credit card,$121.92,4.761904762,6.096,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,$70.1,6,$21.0,$441.7,12-Jan-2020,17:54,Ewallet,$420.66,4.761904762,21.033,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,$42.1,6,$12.6,$265.1,13-Jan-2020,12:25,Cash,$252.48,4.761904762,12.624,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,$67.1,5,$16.8,$352.2,14-Jan-2020,16:47,Credit card,$335.45,4.761904762,16.7725,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,$96.7,5,$24.2,$507.7,15-Jan-2020,12:52,Ewallet,$483.50,4.761904762,24.175,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,$35.4,9,$15.9,$334.3,16-Jan-2020,19:50,Credit card,$318.42,4.761904762,15.921,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,$95.5,7,$33.4,$701.9,17-Jan-2020,18:17,Ewallet,$668.43,4.761904762,33.4215,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,$97.0,4,$19.4,$407.3,18-Jan-2020,17:20,Ewallet,$387.92,4.761904762,19.396,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,$23.7,4,$4.7,$99.3,19-Jan-2020,13:32,Credit card,$94.60,4.761904762,4.73,4
289-15-7034,A,Yangon,Member,Male,Sports and travel,$82.3,4,$16.5,$345.8,20-Jan-2020,10:37,Credit card,$329.32,4.761904762,16.466,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,$26.6,2,$2.7,$55.9,21-Jan-2020,14:35,Cash,$53.22,4.761904762,2.661,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,$99.7,5,$24.9,$523.4,22-Jan-2020,12:09,Cash,$498.45,4.761904762,24.9225,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,$74.9,4,$15.0,$314.5,23-Jan-2020,15:32,Ewallet,$299.56,4.761904762,14.978,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,$40.9,5,$10.2,$214.9,24-Jan-2020,13:58,Ewallet,$204.70,4.761904762,10.235,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,$75.8,1,$3.8,$79.6,25-Jan-2020,13:19,Cash,$75.82,4.761904762,3.791,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,$46.8,6,$14.0,$294.7,26-Jan-2020,13:37,Cash,$280.62,4.761904762,14.031,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,$32.3,10,$16.2,$339.4,27-Jan-2020,16:49,Credit card,$323.20,4.761904762,16.16,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,$54.1,9,$24.3,$511.0,28-Jan-2020,14:55,Ewallet,$486.63,4.761904762,24.3315,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,$18.2,7,$6.4,$133.9,29-Jan-2020,14:04,Credit card,$127.54,4.761904762,6.377,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,$80.5,3,$12.1,$253.5,30-Jan-2020,12:31,Cash,$241.44,4.761904762,12.072,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,$38.0,10,$19.0,$398.5,31-Jan-2020,14:51,Cash,$379.50,4.761904762,18.975,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,$76.8,1,$3.8,$80.7,01-Feb-2020,18:27,Ewallet,$76.82,4.761904762,3.841,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,$52.3,10,$26.1,$548.7,02-Feb-2020,12:45,Credit card,$522.60,4.761904762,26.13,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,$79.7,1,$4.0,$83.7,03-Feb-2020,10:36,Ewallet,$79.74,4.761904762,3.987,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,$77.5,5,$19.4,$406.9,04-Feb-2020,20:36,Ewallet,$387.50,4.761904762,19.375,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,$54.3,5,$13.6,$284.9,05-Feb-2020,14:16,Ewallet,$271.35,4.761904762,13.5675,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,$13.6,9,$6.1,$128.4,06-Feb-2020,10:26,Cash,$122.31,4.761904762,6.1155,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,$41.1,6,$12.3,$258.7,07-Feb-2020,13:30,Credit card,$246.36,4.761904762,12.318,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,$19.2,9,$8.7,$181.8,08-Feb-2020,16:28,Cash,$173.16,4.761904762,8.658,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,$39.4,6,$11.8,$248.4,09-Feb-2020,20:18,Credit card,$236.58,4.761904762,11.829,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,$46.2,4,$9.2,$194.1,10-Feb-2020,20:04,Credit card,$184.88,4.761904762,9.244,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,$14.0,1,$0.7,$14.7,11-Feb-2020,13:38,Ewallet,$13.98,4.761904762,0.699,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,$39.8,5,$9.9,$208.7,12-Feb-2020,10:43,Ewallet,$198.75,4.761904762,9.9375,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,$97.8,7,$34.2,$718.8,13-Feb-2020,17:30,Ewallet,$684.53,4.761904762,34.2265,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,$67.3,4,$13.5,$282.5,14-Feb-2020,15:28,Credit card,$269.04,4.761904762,13.452,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,$13.8,5,$3.4,$72.4,15-Feb-2020,19:07,Credit card,$68.95,4.761904762,3.4475,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,$68.7,4,$13.7,$288.6,16-Feb-2020,19:01,Cash,$274.84,4.761904762,13.742,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,$56.5,4,$11.3,$237.4,17-Feb-2020,19:48,Ewallet,$226.12,4.761904762,11.306,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,$23.8,5,$6.0,$125.1,18-Feb-2020,19:24,Ewallet,$119.10,4.761904762,5.955,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,$34.2,10,$17.1,$359.2,19-Feb-2020,13:00,Cash,$342.10,4.761904762,17.105,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,$21.9,2,$2.2,$45.9,20-Feb-2020,14:29,Ewallet,$43.74,4.761904762,2.187,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,$21.0,5,$5.2,$110.1,21-Feb-2020,13:21,Cash,$104.85,4.761904762,5.2425,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,$25.8,3,$3.9,$81.4,22-Feb-2020,18:55,Ewallet,$77.52,4.761904762,3.876,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,$50.9,8,$20.4,$427.8,23-Feb-2020,19:36,Ewallet,$407.44,4.761904762,20.372,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,$96.1,1,$4.8,$100.9,24-Feb-2020,16:28,Ewallet,$96.11,4.761904762,4.8055,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,$45.4,4,$9.1,$190.6,25-Feb-2020,13:48,Credit card,$181.52,4.761904762,9.076,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,$81.5,1,$4.1,$85.6,26-Feb-2020,10:57,Ewallet,$81.51,4.761904762,4.0755,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,$57.2,2,$5.7,$120.2,27-Feb-2020,17:13,Ewallet,$114.44,4.761904762,5.722,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,$25.2,7,$8.8,$185.4,28-Feb-2020,10:23,Cash,$176.54,4.761904762,8.827,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,$38.6,3,$5.8,$121.6,29-Feb-2020,13:57,Ewallet,$115.80,4.761904762,5.79,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,$84.1,3,$12.6,$264.8,01-Mar-2020,13:29,Cash,$252.15,4.761904762,12.6075,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,$97.2,10,$48.6,"$1,020.7",02-Mar-2020,13:00,Credit card,$972.10,4.761904762,48.605,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,$25.4,8,$10.2,$213.5,03-Mar-2020,19:42,Credit card,$203.36,4.761904762,10.168,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,$16.3,1,$0.8,$17.1,04-Mar-2020,15:36,Cash,$16.28,4.761904762,0.814,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,$40.6,9,$18.3,$383.8,05-Mar-2020,13:40,Cash,$365.49,4.761904762,18.2745,7
269-10-8440,A,Yangon,Member,Male,Health and beauty,$53.2,7,$18.6,$390.8,06-Mar-2020,18:01,Cash,$372.19,4.761904762,18.6095,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,$20.9,3,$3.1,$65.7,07-Mar-2020,13:53,Credit card,$62.61,4.761904762,3.1305,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,$67.3,5,$16.8,$353.2,08-Mar-2020,17:27,Cash,$336.35,4.761904762,16.8175,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,$90.7,10,$45.3,$951.8,09-Mar-2020,10:53,Ewallet,$906.50,4.761904762,45.325,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,$69.1,2,$6.9,$145.1,10-Mar-2020,19:48,Credit card,$138.16,4.761904762,6.908,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,$43.3,2,$4.3,$90.9,11-Mar-2020,16:53,Ewallet,$86.54,4.761904762,4.327,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,$23.5,6,$7.0,$147.8,12-Mar-2020,19:14,Ewallet,$140.76,4.761904762,7.038,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,$95.5,7,$33.4,$702.2,13-Mar-2020,14:36,Credit card,$668.78,4.761904762,33.439,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,$47.4,1,$2.4,$49.8,14-Mar-2020,18:19,Credit card,$47.44,4.761904762,2.372,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,$99.2,9,$44.7,$937.8,15-Mar-2020,19:09,Ewallet,$893.16,4.761904762,44.658,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,$82.9,4,$16.6,$348.3,16-Mar-2020,16:51,Ewallet,$331.72,4.761904762,16.586,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,$34.0,6,$10.2,$214.1,17-Mar-2020,15:37,Credit card,$203.94,4.761904762,10.197,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,$17.0,4,$3.4,$71.6,18-Mar-2020,20:15,Ewallet,$68.16,4.761904762,3.408,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,$40.9,8,$16.3,$343.2,19-Mar-2020,14:38,Credit card,$326.88,4.761904762,16.344,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,$17.4,5,$4.4,$91.6,20-Mar-2020,19:25,Cash,$87.20,4.761904762,4.36,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,$88.4,8,$35.4,$742.8,21-Mar-2020,19:35,Credit card,$707.44,4.761904762,35.372,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,$89.2,9,$40.1,$843.0,22-Mar-2020,15:42,Credit card,$802.89,4.761904762,40.1445,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,$12.8,1,$0.6,$13.4,23-Mar-2020,14:11,Ewallet,$12.78,4.761904762,0.639,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,$19.1,7,$6.7,$140.4,24-Mar-2020,10:43,Cash,$133.70,4.761904762,6.685,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,$19.2,1,$1.0,$20.1,25-Mar-2020,17:58,Credit card,$19.15,4.761904762,0.9575,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,$27.7,10,$13.8,$290.4,26-Mar-2020,11:26,Credit card,$276.60,4.761904762,13.83,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,$45.7,3,$6.9,$144.1,27-Mar-2020,17:38,Credit card,$137.22,4.761904762,6.861,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,$27.1,1,$1.4,$28.4,28-Mar-2020,20:07,Credit card,$27.07,4.761904762,1.3535,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,$39.1,1,$2.0,$41.1,29-Mar-2020,11:02,Credit card,$39.12,4.761904762,1.956,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,$74.7,6,$22.4,$470.7,30-Mar-2020,19:07,Cash,$448.26,4.761904762,22.413,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,$22.0,6,$6.6,$138.7,31-Mar-2020,18:50,Cash,$132.06,4.761904762,6.603,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,$63.6,5,$15.9,$334.0,01-Apr-2020,12:43,Ewallet,$318.05,4.761904762,15.9025,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,$25.0,1,$1.3,$26.3,02-Apr-2020,15:09,Ewallet,$25.00,4.761904762,1.25,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,$20.8,4,$4.2,$87.2,03-Apr-2020,13:47,Cash,$83.08,4.761904762,4.154,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,$29.6,5,$7.4,$155.2,04-Apr-2020,16:59,Cash,$147.80,4.761904762,7.39,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,$77.4,9,$34.8,$731.4,05-Apr-2020,14:15,Credit card,$696.60,4.761904762,34.83,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,$79.4,10,$39.7,$833.6,06-Apr-2020,20:24,Cash,$793.90,4.761904762,39.695,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,$46.6,10,$23.3,$489.0,07-Apr-2020,13:58,Cash,$465.70,4.761904762,23.285,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,$35.9,1,$1.8,$37.7,08-Apr-2020,16:52,Credit card,$35.89,4.761904762,1.7945,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,$40.5,5,$10.1,$212.7,09-Apr-2020,15:19,Cash,$202.60,4.761904762,10.13,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,$73.1,10,$36.5,$767.0,10-Apr-2020,12:25,Credit card,$730.50,4.761904762,36.525,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,$74.0,4,$14.8,$310.6,11-Apr-2020,10:02,Cash,$295.80,4.761904762,14.79,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,$22.6,1,$1.1,$23.8,12-Apr-2020,18:58,Cash,$22.62,4.761904762,1.131,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,$51.3,5,$12.8,$269.5,13-Apr-2020,15:31,Credit card,$256.70,4.761904762,12.835,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,$54.6,10,$27.3,$572.8,14-Apr-2020,11:22,Credit card,$545.50,4.761904762,27.275,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,$37.2,7,$13.0,$273.1,15-Apr-2020,13:12,Credit card,$260.05,4.761904762,13.0025,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,$37.0,6,$11.1,$233.2,16-Apr-2020,18:33,Cash,$222.12,4.761904762,11.106,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,$21.6,1,$1.1,$22.7,17-Apr-2020,10:02,Ewallet,$21.58,4.761904762,1.079,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,$98.8,1,$4.9,$103.8,18-Apr-2020,11:21,Cash,$98.84,4.761904762,4.942,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,$83.8,6,$25.1,$527.8,19-Apr-2020,12:10,Ewallet,$502.62,4.761904762,25.131,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,$40.1,4,$8.0,$168.2,20-Apr-2020,11:40,Cash,$160.20,4.761904762,8.01,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,$43.1,10,$21.6,$452.9,21-Apr-2020,18:31,Credit card,$431.30,4.761904762,21.565,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,$72.6,8,$29.0,$609.6,22-Apr-2020,17:58,Cash,$580.56,4.761904762,29.028,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,$64.4,5,$16.1,$338.3,23-Apr-2020,17:04,Cash,$322.20,4.761904762,16.11,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,$65.2,3,$9.8,$205.3,24-Apr-2020,20:35,Credit card,$195.54,4.761904762,9.777,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,$33.3,5,$8.3,$174.6,25-Apr-2020,16:10,Credit card,$166.30,4.761904762,8.315,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,$84.1,4,$16.8,$353.1,26-Apr-2020,16:54,Ewallet,$336.28,4.761904762,16.814,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,$34.4,10,$17.2,$360.9,27-Apr-2020,10:11,Ewallet,$343.70,4.761904762,17.185,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,$38.6,1,$1.9,$40.5,28-Apr-2020,11:26,Ewallet,$38.60,4.761904762,1.93,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,$66.0,8,$26.4,$554.1,29-Apr-2020,20:29,Cash,$527.76,4.761904762,26.388,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,$32.8,10,$16.4,$344.4,30-Apr-2020,12:12,Cash,$328.00,4.761904762,16.4,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,$37.1,5,$9.3,$195.0,01-May-2020,13:05,Ewallet,$185.70,4.761904762,9.285,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,$60.4,10,$30.2,$634.0,02-May-2020,16:19,Cash,$603.80,4.761904762,30.19,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,$37.0,10,$18.5,$388.3,03-May-2020,19:48,Credit card,$369.80,4.761904762,18.49,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,$49.5,4,$9.9,$207.9,04-May-2020,15:25,Ewallet,$197.96,4.761904762,9.898,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,$41.1,10,$20.5,$431.4,05-May-2020,14:42,Cash,$410.90,4.761904762,20.545,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,$37.2,4,$7.4,$156.0,06-May-2020,18:59,Ewallet,$148.60,4.761904762,7.43,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,$23.0,1,$1.1,$24.1,07-May-2020,20:47,Cash,$22.96,4.761904762,1.148,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,$77.7,9,$35.0,$734.1,08-May-2020,13:21,Ewallet,$699.12,4.761904762,34.956,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,$34.7,2,$3.5,$72.9,09-May-2020,19:48,Ewallet,$69.40,4.761904762,3.47,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,$19.7,10,$9.8,$206.4,10-May-2020,18:20,Credit card,$196.60,4.761904762,9.83,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,$25.3,8,$10.1,$212.7,11-May-2020,20:24,Ewallet,$202.56,4.761904762,10.128,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,$12.1,10,$6.1,$127.3,12-May-2020,13:44,Credit card,$121.20,4.761904762,6.06,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,$99.9,2,$10.0,$209.8,13-May-2020,11:48,Ewallet,$199.78,4.761904762,9.989,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,$75.9,8,$30.4,$637.7,14-May-2020,14:14,Cash,$607.36,4.761904762,30.368,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,$63.2,2,$6.3,$132.8,15-May-2020,15:51,Cash,$126.44,4.761904762,6.322,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,$90.2,6,$27.1,$568.5,16-May-2020,11:17,Cash,$541.44,4.761904762,27.072,6.2
